Headlines,Labels
"thacker bullish on sbi, icici bank, axis bank",1
"sbi to hire 10,300 employees this year as workforce reduce by 15,700 in fy18",1
hdfc can touch rs 1000: darashaw,1
accumulate bank stock at lower levels: dhawan,1
avoid psu bank stocks: ambareesh baliga,1
"exit ncc, say sudarshan sukhani",1
what's brew at sbi? find out from the top brass,1
analysis: how experts read sbi's q2 earn,0
"pnb lower home, car loan interest rat by up to 0.5%",1
haryana sign mou with sbi for promote digital transactions,1
"sbi raise $500 m from overseas bond sale, price at 3.3%",1
kingfisher loan recall will be messy affair: bmr advisors,1
"hdfc, sbi look good at current level: merani",1
axis bank have resistance at rs 1340: anu jain,0
buy state bank of india: sanjeev prasad,1
"analysts take: how do sbi manage nii, npa in q1 so well?",1
sbi can go upto rs 3400: gujral,1
large & mid-cap stock to keep an eye on: p lilladher,1
"pick sbi, fortis healthcare, l&t: shahina mukadam",1
"mallya will rope in investors into kfa, say ajit singh",1
"hdfc bk cut rates, dare to outdo system on credit growth",1
"stay invest in sbi, say vijay chopra",1
sbi doesn't see much impact on loan book after 'coalgate',1
sbi justify penalty; say need money to bear jan dhan cost,0
insurers eye billions of dollars as parl clear bill,1
hdfc bank growth to be lead by volume; q3 show stable: experts,1
"canara bank to have over 3,000 branch by march",1
"short sbi, pnb: siddarth bhamre",1
"buy sbi; target rs 2,194: angel broking",1
3i infotech to expand reach in domestic market,1
"sbi, other psbs yet to raise fund of rs 22,257 cr from mkts",0
sbi q3 pat see up at rs 2041.9 cr: iifl,0
"buy obc, bank of baroda, union bank of india: ashwani gujral",1
"i don't mind some haircut but don't want to go bald, say sbi chief",1
"stay invest in state bank of india, say sukhani",1
morgan stanley cut sbi price target on asset quality woes,1
sbi enter into alliance with american express,1
look at psu banks: dipan mehta,1
"bank sharply cut lend rat after low-cost deposits,pm nudge",1
buy sbi; target of rs 2407: krchoksey,0
sbi chief rajnish kumar see recovery from bankruptcy case this fiscal,1
"prefer sbi, bob, andhra bank, canara bank: sudarshan sukhani",0
sbi maintain margin guidance of 3.75%,1
ï»¿q4 earnings: religare cap prefer axis bank over icici bk,1
sbi to reduce lend rat to exporters soon,1
sbi merger: what new entity will look like,1
sbi may come down to rs 1710-1720: devangshu datta,0
"buy gail india, say sudarshan sukhani",1
sbi expect positive govt announcements to help npa scene,0
"sbi q4 net see up 14%; nii growth, slippages eyed: poll",1
"state bank of india's board meet on october 29, 2016",0
"govt agree to issue noc for uti amc's rs 5,000 crore ipo: report",0
"neutral on amtek auto, say mayuresh joshi",0
bank loan give to jewellers see a hike after pnb-nirav modi scam!,0
"sbi q3 result on feb 14, 2013",1
state bank of india can go upto rs 2420: vayalar,0
check out: super six stock for feb 18,1
sbi q1 net up 42%; restructure rs 11000 cr loan,1
accumulate bank stocks: seth,1
stock on the move! these 10 stock rise up to 20% in a week,0
invest in sbi between rs 2125-2224: kapadia,1
"buy sbi, say rajesh jain",1
"prefer sbi, pnb: macquarie capital",1
sbi rule out further stake dilution in sbi life before ipo,1
parliament nod to sbi bill,0
sbi revise interest rat of retail term deposit,1
sbi see more room for lend rate cut,1
buy sbi on correction: sp tulsian,1
baliga`s view on state bank of india,1
bank asset quality concern to persist in q3fy13 result,1
bank can sell loan to one another: sc,1
sbi concern tata-mistry conflict will affect tata cos,1
"see 5-6% pullback in sbi, icici bank: vora",0
"state bank of india's q2 result on november 06, 2015",1
state bank of india may test rs 215-220: ashwani gujral,0
stay invest in sbi: shahina mukadam,1
"prefer sbi, pnb, bank of india: mayuresh joshi",1
govt to take a call on sbi right issue within 3 months,1
"budget 2014: scrap tax-free bonds, up tds threshhold: ex-sbi chief",0
"q1 to be muted, see 20% profit fall for psu banks: nomura",0
federal bank expect 15-20% growth in advance next fiscal,1
"sell icici bank, psu bank in sustain downtrend: sukhani",1
reduce sbi; target of rs 2000: emkay,0
sbi a good bet from long term perspective: pn vijay,1
buy sbi; target of rs 350: p lilladher,0
"prefer sbi, hdfc bank, axis bank, lic housing: vishal goyal",1
sbi can touch rs 2400-2420: mohindar,0
sbi have target of rs 2200: sukhani,1
central bank to raise rs 1297 cr via share issue to govt,1
"sbi pitch for cut in repo rate, crr",0
"bank q2: ubs securities' preview, review and pick",0
"buy sbi at rs 1,074: sharekhan",1
buy sbi; target of rs 3150: aditya birla money,1
"on verge of extinction, up sugar mill send 'sos' to govt",0
diwali shop list of 12 stock by sharekhan,1
lenders likely to auction mallya's kingfisher villa next month,1
"buy sbi, near term target rs 290: rahul shah",1
recapitalisation of all psu bank be need of the hour: sbi,1
prefer sbi from psu bank space: amisha vora,0
sbi plan branch overhaul; to focus on digital bank,1
"sbi work to make rs 100 note available at branches, atms",0
how do first quarter earn look? 'good but not great',0
"s&p retain credit ratings, stable outlook on sbi",0
no improvement see on bad loan front; psbs to blame: icra,1
accumulate state bank of india; target of rs 351: kr choksey,1
"sell apollo tyres; buy sbi, m&m financial: rakesh bansal",1
reliance can move to rs 905 level: mohindar,0
"buy icici bank, sbi: sudarshan sukhani",1
bank see issue upto $9bn overseas bond in 2011: nomura,1
crr cut to save rs 200cr: sbi's pratip chaudhuri,1
buy sbi; target of rs 2842: angel broking,1
bofa merrill turn positive on indian state-owned bank,1
mohindar bullish on midcap bank,1
short sbi on rally; target rs 1800: bothra,1
comment: here's why we should happily pay our atm fee,0
sbi gain on hop for improve asset quality,1
"sbi, icici bank look weak: mohindar",1
credit growth for psu bank a concern: karvy,1
"buy sun pharma, sell sbi: rajat bose",1
"long sbi, axis bank in bank space: chakraborty",0
rat agencies assign investment grade to sbi bond programme,1
"accumulate sbi on any decline, say mayuresh joshi",1
"sbi see spurt in dec home loan growth, mull base rate cut",1
sbi have target of rs 2365: gaurang shah,0
"sbi secure 275,000 tech point with trend micro cyber solns",1
buy sbi; target of rs 3140: fairwealth securities,0
"see large opportunities go ahead, more debt reduction in fy18: jain irrigation",1
"short sbi, say amit harchekar",1
"hold sbi, tata motors: mayuresh joshi",1
"buy sbi, l&t finance holdings, vedanta: sudarshan sukhani",1
"buy state bank of india 2,450 calls, say amit trivedi",0
"podcast | stock pick of the day: bull to remain in control as long as nifty trade above 11,750 level",1
"prefer icici bank, sbi: ubs india",1
sbi continue to outperform: way2wealth,0
"sell hdfc, dr reddy's; sbi may test rs 192, buy ifci: rajat bose",0
bharti airtel to launch 3g service 'very soon',1
"buy sbi, say nooresh merani",1
sbi to sell around rs 5000cr non-performing assets to arc,1
sbi may slip to rs 1400: sukhani,0
"exit pnb, say shahina mukadam",1
latest fix deposit rat offer by sbi,0
"buy sbi on every dip, say hemen kapadia",1
"see further weakness in sbi, pnb: baliga",0
fcnr inflows behind recent rate cut: sbi,0
p k gupta elevate as sbi manage director,0
"sbi q1 net profit see up 23.11% to rs 2,020 cr",0
bad loans: why npa should now stand for no procrastination anymore,1
see 40-50% sales in 1st year new project: puravankara,1
"buy axis bank, sbi, infosys: sukhani",0
chandan taparia suggest cover call strategy in sbi,1
sbi chief bhattacharya spot modest recovery underway,1
kingfisher airlines have not seek any fresh money: sbi,0
buy sbi on dips: rahul mohindar,1
"npa measure will turn around big-ticket bad loans, prefer sbi: boaml",1
"prefer sbi, say nitin jain",0
"barclays to shut 3 branch in india, cut jobs: source",1
"m&m, maruti likely to correct from current levels: kulkarni",1
"buy tvs motor, century textiles, sbi: sudarshan sukhani",1
more trouble for ola drivers as bank deny them loan,1
here be top 10 stock to focus on march 18,1
bank power indian stock gain,1
"bull's eye: buy subex, greaves cotton; short sbi, ivrcl",1
buy bank of baroda at around rs 980-1000: nooresh merani,0
"no need to panic, cash be airlift from kolkata to ne: sbi",1
pre-budget meet: bankers want tax deduction for npas,1
"hold obc, prefer sbi from psu space: sudarshan sukhani",0
"sbi, pnb may underperform: siddharth bhamre",1
"moody's lower rat of icici, axis & hdfc bank",1
bank stock result preview for q3fy12: krchoksey,1
buy sbi closer to rs 1975-2000: baliga,1
"hold sbi, say mukadam",1
here's what to expect from sbi q1 earn,0
"sell psu banks, bel; buy ultratech cement: sudarshan sukhani",1
go long on state bank of india: sukhani,1
bank loan growth in fy15 slowest in a decade: fitch rat,0
hdfc bank have target of rs 532: pankaj pandey,0
"sbi likely to report sharp fall in q2 profit, but slippages may be stable",1
sbi have good support around rs 2380-2420: amit gupta,0
"buy sbi, icici bank: sandip sabharwal",1
lupin foundation aim to open 2 lakh bank a/c by 2020 in rajasthan,0
bank sector result preview for q2fy13: angel broking,1
not worry about dabhol loan turn bad: ifci,1
here's how latest bank credit grow in may 17 fortnight,0
see upside in sbi: satish betadpur,1
"go short on sbi with stoploss above rs 2,550: bala",0
"exit state bank of india, say simi bhaumik",0
"sell sbi, icici bank, axis bank: sukhani",0
sbi may give good returns: bhat,1
"buy aurobindo pharma, sbi, himatsingka seide: ashwani gujral",1
hold sbi for long term: hemen kapadia,0
government aim to make 6 big psu bank out of 26: media report,0
"exit suzlon energy, say sukhani",0
experts analyze impact of new provision norms on bank,1
"sbi yet to recalibrate 18,135 atms for new notes: rti",0
rahul arora positive on sbi,1
govt likely to approve sbi capital infusion proposal soon,1
buy sbi with view of 1 year: sudip bandopadhyay,1
"sell allahabad bank, andhra bank, bob: sudarshan sukhani",0
news live: bjp president amit shah urge an end to communism in india,1
dipan mehta overweight on bank space,1
"buy sbi, target of rs 1950: networth stock broking",1
"buy sbi 160 put, hexaware 210 call: gaurav bissa",1
"good time to buy icici bank, hdfc bank, say radhika gupta",0
"prefer icici bank, sbi, hdfc bank: ca rudramurthy bv",0
buy state bank of india for long term: ambareesh baliga,0
"keep sbi in portfolio, say sukhani",1
pain not yet over: sbi refer 3 cos to cdr for rs 3430cr,1
"hdfc can bounce back, trade sbi with positive bias: bhamre",1
sbi launch 'work from home' facility for employees,1
"buy sbi, say kapadia",0
ongc have support at rs 265-260: manghnani,0
sbi say fund exposure of rs 1100 cr to telecom sector,1
stay invest in sbi: sudarshan sukhani,0
icici bank cut base rate by 5 bps to 9.70%,0
sbi to accept cheque conform to new standards from jan,0
"buy ansal properties, sbi, jubilant foodworks: ashwani gujral",1
"exit sbi on rallies, say sharmila joshi",1
sbi an underperformer: karvy stock broking,1
"barclays to shut 3 branch in india, cut jobs: source",1
"short psu, private bank stocks: sudarshan sukhani",1
"exit reliance power, add sbi, icici bank: sukhani",1
sbi cut interest rat for exporters by 50 bps,1
"pick ultratech cement, sbi, dr reddy's labs: sanjiv bhasin",1
hold sbi; target of rs 1600: firstcall research,1
suresh mahadevan positive on sbi,1
"sbi q3 net up 4% to rs 3,400 cr on lower interest income",0
sbi revise benchmark prime lend rate by 25 bps to 14.50%,1
"buy tata motors, infosys, state bank of india: ca rudramurthy bv",1
"buy subex, hpcl, sbi: aashish tater",1
vijay mallya face bankruptcy proceed in uk high court,0
"stock in the news: ril, hdfc bank, gvk power, sbi, jet airways, l&t, tata coffee",0
"tulsian's take on natural resources cos, metal and bank",1
buy state bank of india; target of rs 380: motilal oswal,0
morgan stanley maintain underperfom rat on sbi,1
"hold icici, sbi, shriram transport, hdfc bank: kothari",1
"buy s kumars, orchid on dips: irani",1
hdfc bank slash two-year mclr rate to 9.20% effective june 7,1
realty firm sell house below cost: raheja developers,1
sbi can test rs 1850-1900: gujral,0
"prefer sbi, canara bank, bob: sudarshan sukhani",1
jet airways lenders set to invite eoi from investors,0
ten stock that will boost your portfolio today,1
here's what to expect from sbi q4 earn,1
enter sbi at around rs 1900-2000: anand rathi,0
book profit in bank of baroda: manghnani,1
kotak mahindra bank lower base rate to 9.75%,1
"short state bank of india, say rahul shah",1
sbi cut interest rate on home loan by 5-15bps,0
"sbi's executive committee of central board meet on nov 10, 2016",1
tulsian caution traders on go long in psu bank,0
not liable to repay rs 6k cr debt due to breach of term :kfa,0
sbi: expect npas to improve; restructure not red flag,1
sbi lead mobile bank chart with over 38% market share,1
buy state bank of india target of rs 380: sharekhan,1
"sbi, icici bank will lead decline: sukhani",0
"buy sbi 1600 call, advise vishal kshatriya",1
axis bank cut deposit rat,1
"buy gujarat pipavav; sell ntpc, tata motors: ashwani gujral",0
"sbi push merger of 5 associate banks, bmb to next fiscal",1
bank of india raise mclr rat by 0.05% on two tenure,0
like state bank of india: gautam sinha roy,1
stay invest in sbi: sp tulsian,1
bnp paribas cardiff rule out hike stake in sbi life,1
"bank npas grow at slowest pace in 10 quarters, up rs 11,000 cr in q2",1
"sbi raise rs 2,100 cr by issue perpetual bond to yes bank",1
sbi may lower lend rate in next 2-3 weeks,0
"supreme court coal ruling: who get hit, who doesn't",0
"pick sbi, say sp tulsian",1
sbi rat unaffected by weaken loan quality: s&p,0
rbi monetary policy: will bank & auto stock benefit from rate cut?,1
"stay with private sector banks, buy apollo tyres: sukhani",1
gupta`s view on bank space,0
will cut price to auction kingfisher villa again: pnb official,1
"buy sbi, axis bank, l&t on dips: baliga",1
"buy sbi, say rajesh agarwal",1
sbi's change designation of praveen kumar gupta,0
"buy sbi, say amit dalal",1
"sbi, icici slash fy12 credit growth target",1
a krishna kumar cease to be director of sbi,1
"sell state bank of india, say manoj murlidharan",1
"go long in icici bank, sbi, canara bank: sudarshan sukhani",0
"prefer sbi, pnb: rakesh arora",0
hc ask sbi not to finalise benefit options for staff,0
buy bank stock on dip: deshmukh,1
sbi mar qtr pat see at rs 2702.20 cr: emkay,1
"state bank of india to mobilise rs 2,000 cr via basel-iii bond",0
sbi have support around rs 2040: kulkarni,1
"go long in sbi, say sudarshan sukhani",1
stay away from psu bank space: sudarshan sukhani,1
"stock in the news: bharat forge, sbi, mindtree, atul, kpr mill, zodiac clothe",1
external benchmarking not necessary for monetary policy transmission: axis bank,1
"centre release rs 17,994.21-cr for punjab's wheat purchase",1
super six: top chart pick for today,1
fm to meet sbi board on august 6,0
state bank of india: update on acquisition of subsidiaries,1
"buy state bank of india, target rs 308: vinay rajani",1
"sbi, icici bank top picks, like hero moto: nirmal bang",0
"sell abg shipyard, prefer sbi: rajat bose",1
ambareesh baliga cautious on psu bank,1
gic re direct debt exposure to il&fs at rs 870 crore,0
"perfer boi, union bank, uco bank, sbi: dilip bhat",1
"bull's eye: buy sbi, lic housing, dcb bank, arvind, escort",1
"deutsche bank say sbi best psu bank, see 13% upside; stock up",1
religare securities bearish on sbi,1
"invest in siemens, see upside in yes bank: sudarshan sukhani",0
"icici bank, hdfc bank & axis bank cut deposit rat",1
"vk sharma bearish on sbi, bank nifty",1
prefer state bank of india: sanjay dutt,1
"cbi lodge case against sbi dy md, 2 others in graft case",1
"goldman sachs positive on value cyclicals & quality midcaps, list 15 favourites",1
sovereign bond disastrous; 15% credit growth possible: sbi,1
"autos, banks, telecom: experts decode q2fy15 performance",1
will be competitive at base rate of 8%: bank of baroda,1
"look at auto, cement with 2-3 years view: swati kulkarni",0
"hdfc bank a better bet, say anu jain",0
seth positive on bank stock,1
sbi block online transfer of cash into major e-wallets,1
"short sbi on rally, say harchekar",1
credit-card segment estimate to grow this year: report,0
sbi's chairman pratip chaudhuri end his tenure,0
"slippages be key to sbi q2 nos, net likely to rise 29%",0
"invest in cipla, say niraj dalal",0
icici bank plan special vertical for npa recovery,1
reduce sbi; target of rs 1940: emkay,1
sbi launch first homegrown economic indicator,0
"carlyle may replace ge cap as sbi cards' jv partner, invest rs 2k cr for 26% stake",0
"sbi: notice of strike by ufbu on 20th & 21st feb, 2013",1
"buy metals, steel, psu bank stock on dips: baliga",0
what be angel broking's call on sbi post right issue news?,0
ak purwar new chairman of india infoline investment service,1
"sbi's general meet on june 15, 2017",1
see 5-6% upmove in banks: ambareesh baliga,0
sbi decline to share quantum of money in suspend account,1
6 stock likely to see lot of action today,0
"stock in the news: tata motors, maruti suzuki, spml infra, pnb, canara bank, rcom",0
book profit in psu bank stocks: ambareesh baliga,1
"reduce sbi, target of rs 1,400: emkay global",1
sbi manage director b sriram to head idbi bank for 3 months,1
"short sbi, say vishal kshatriya",0
will sbi's 8% lend rate trigger loan growth?,0
sell sbi; target of rs 2240: iifl,0
hold sbi with view of 6-8 months: rakesh bansal,1
"exit sbi around rs 1800-1900, advise nooresh mirani",1
remain invest in allcargo logistics: shahina mukadam,1
buy hindalco around rs 119- 120: bhamre,0
sbi have no plan to lend more to kingfisher: pranab,1
shruti vora's view on icici bank,1
gupta bearish on telecom space,0
a likely rise in provision cost could derail 50% rally see in psu bank,1
buy sbi on declines: anu jain,1
sbi pick 6 bank for dollar bond issue: source,1
not keep min bank balance? be ready to pay rs 600 fine & more,0
